"geo_uq_hhid_str","final_status","geo_state","geo_state_id_str","geo_district","geo_district_id_str","geo_ac_id","geo_ac_id_str","geo_ps_id","geo_ps_id_str","lgd_district_id","district_population","total_cases","cases_per_100000","total_deaths","deaths_per_100000","hm_inpatientstotal","tot_hops_per_100000","dist_prop_covid_zone","color_zone","red_zone","orange_zone","district_sample_size","state_sample_size","demo_location","demo_caste","demo_caste_oth","demo_religion","demo_religion_oth","demo_ration_card","demo_ration_card_type","demo_monthly_income","demo_month_income_num","tran_demo_month_inc","demo_fem_hoh_edu","demo_fem_hoh_dropout","asset_car","asset_jeep","asset_motorcycle","asset_scooter","asset_cycle","asset_refrigerator","asset_radio","asset_tv","asset_fan","asset_almirah","asset_stove","asset_pressure_cook","asset_furniture","asset_mobile","asset_index","demo_respondent_gender","roster_age_yrs","demo_marital_status","m_edu","ind_m_edu","f_edu","ind_f_edu","m_working","f_working","m_earning_normal","f_earning_normal","m_earning_current","f_earning_current","inc_normal","tran_inc_normal","inc_current","tran_inc_current","resp_has_son","resp_has_daughter","men_count","women_count","son_count","child_count","newm_milk","newm_pulses","newm_veg","newm_fruits","newm_eggs","newm_fish","newm_meat","newm_index","newf_milk","newf_pulses","newf_veg","newf_fruits","newf_eggs","newf_fish","newf_meat","newf_index","ind_covid_zone","hh_num_inc_reduced","wished_food_self","wished_food_children","ind_meals_reduced","covid_alcohol","ind_covid_alcohol","fem_marital_status","fem_resp_age","fem_resp_edu","ind_fem_resp_edu","fem_resp_children","fem_resp_sons","fem_resp_daughters","fem_resp_has_child","fem_resp_has_son","fem_resp_has_daughter","fem_mom_in_law_in_hh","fem_resp_head_hh","fem_con_children","fem_contraception","fem_dec_usual","rev_fem_dec_change","fem_money_use","ind_resp_more_inv","fem_resource_usual","rev_fem_resource_change","ind_fem_resource_change","fem_depressed","rev_fem_depression_change","ind_fem_depression_change","fem_tired","rev_fem_tired_change","ind_fem_tired_change","fem_worried","rev_fem_worried_change","ind_fem_worried_change","fem_safety","rev_fem_safety_change","ind_fem_safety_change","mental_index_change","fem_refusal","obs_resp1_privacy","obs_fem_honesty","obs_fem_privacy","h4_ave_educ_years","h4_ave_wealth_index","f4_med_milk","f4_med_pulses","f4_med_veg","f4_med_fruits","f4_med_eggs","f4_med_fish","f4_med_meat","f4_ave_tot_children_born","f4_ave_f_occ","f4_ave_f_week","f4_ave_f_daily","m4_med_milk","m4_med_pulses","m4_med_veg","m4_med_fruits","m4_med_eggs","m4_med_fish","m4_med_meat","m4_ave_m_occ","m4_ave_m_week","m4_ave_m_daily","resid5","resid8","resid_diff","work5","work8","work_diff","transit5","transit8","transit_diff"
"23463230361RD3PLW3",1,23,"23",463,"463",230,"230",361,"361","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.872727274894714,"Green Zone",0,0,59,350,1,2,"",1,"",1,2,6,5500,9.30565071105957,1,NA,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1.59461164474487,2,27,1,5,1,5,1,0,NA,7000,NA,0,NA,7000,9.54681301116943,0,0,1,0,2,2,0,2,3,1,2,1,2,2,2,0.25,3,1,3,2,3,2,2,0.5,0,1,0,0,0,4,0,1,25,5,1,2,2,0,1,1,0,1,1,NA,6,4,1,0,0,5,2,0,1,2,0,0,2,0,0,2,0,1,2,0,0,NA,2,2,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463747061RD3PLW3",1,23,"23",463,"463",747,"747",61,"061","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,4,"",2,"",1,2,4,3500,8.85366535186768,1,NA,0,0,0,0,1,0,1,0,0,0,1,1,0,1,-0.489952027797699,1,30,1,6,1,2,0,1,NA,4000,NA,1500,NA,4000,8.98719692230225,1500,8.00636768341064,1,1,1,1,0,5,3,1,3,3,3,3,3,0.5,3,2,3,3,3,3,3,0.75,1,5,7,3,0,4,0,1,26,1,0,5,2,3,1,1,1,0,0,1,4,2,1,0,0,4,1,1,0,2,0,0,2,0,1,3,0,0,2,0,0,NA,1,1,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463747275RD3PLW3",1,23,"23",463,"463",747,"747",275,"275","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,1,"",1,"",0,NA,10,9500,9.85219383239746,6,NA,0,0,1,0,1,0,0,0,1,0,0,0,1,1,-0.671505928039551,1,30,1,6,1,5,1,0,NA,7000,NA,0,NA,7000,9.54681301116943,0,0,0,1,1,1,0,2,3,2,3,3,3,3,3,0.75,3,1,3,3,3,3,3,0.5,1,2,3,4,1,4,0,1,24,6,1,2,0,2,1,0,1,0,0,5,1,2,2,0,0,4,1,1,1,1,1,1,1,1,1,2,0,1,2,0,0.666666686534882,NA,2,2,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463747631RD3PLW1",1,23,"23",463,"463",747,"747",631,"631","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,4,"",1,"",0,NA,9,8500,9.74096870422363,4,NA,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1.72571063041687,1,30,1,5,1,5,1,0,NA,7000,NA,0,NA,7000,9.54681301116943,0,0,0,1,1,1,0,5,3,2,2,1,3,4,4,0.5,3,2,2,1,2,4,4,0.75,1,1,2,2,1,4,0,1,25,5,1,5,0,5,1,0,1,0,0,2,5,2,1,0,0,4,1,1,1,3,0,1,1,1,0,1,1,1,1,1,0.666666686534882,NA,2,2,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782335RD3PLW1",1,23,"23",463,"463",782,"782",335,"335","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,1,"",1,"",1,3,5,4500,9.10497951507568,4,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1.19327509403229,2,30,1,8,1,8,1,1,NA,18000,NA,18000,NA,18000,10.4912738800049,18000,10.4912738800049,1,1,1,1,0,3,1,1,3,3,4,4,4,0.25,1,1,3,1,4,4,4,0.25,1,NA,0,NA,0,4,0,1,24,8,1,3,1,2,1,1,1,0,1,NA,4,2,1,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,NA,2,2,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782475RD3PLW2",1,23,"23",463,"463",782,"782",475,"475","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,3,"",1,"",0,NA,5,4500,9.10497951507568,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-2.07115411758423,1,22,1,4,1,4,1,1,NA,3000,NA,400,NA,3000,8.69951438903809,400,6.68461322784424,1,1,4,2,0,2,3,3,1,1,2,3,3,0.5,3,1,2,2,2,3,3,0.5,1,1,4,4,0,4,0,1,22,4,1,2,1,1,1,1,1,0,0,6,4,1,1,0,0,3,2,0,1,2,0,2,1,1,1,2,0,2,1,1,0.333333343267441,NA,0,2,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782499RD3PLW3",1,23,"23",463,"463",782,"782",499,"499","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,4,"",1,"",0,NA,3,2500,8.51719284057617,4,NA,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0.110796429216862,1,57,1,3,0,1,0,0,NA,6000,NA,0,NA,6000,9.39266204833984,0,0,1,0,1,3,2,1,3,2,2,2,2,3,3,0.5,2,2,2,2,2,3,3,0.5,1,2,0,0,0,1,1,1,21,4,1,1,0,1,1,0,1,1,0,NA,2,2,1,0,0,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,NA,1,2,1,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782622RD3PLW2",1,23,"23",463,"463",782,"782",622,"622","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,4,"",1,"",0,NA,5,4500,9.10497951507568,4,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.97656083106995,2,NA,2,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,4,5,7,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,3,0.75,1,0,0,0,1,4,0,1,25,1,0,2,0,2,1,0,1,0,0,NA,NA,2,1,0,0,5,2,0,3,1,1,3,1,1,1,1,1,1,3,0,1,NA,0,0,1,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782695RD3PLW1",1,23,"23",463,"463",782,"782",695,"695","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,1,"",1,"",1,2,6,5500,9.30565071105957,4,NA,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0.941743612289429,2,42,1,5,1,5,1,1,NA,3500,NA,1000,NA,3500,8.85366535186768,1000,7.60090255737305,1,1,1,2,0,4,3,1,2,1,4,2,NA,0.25,3,1,2,1,4,4,4,0.5,1,0,3,0,1,4,0,1,32,5,1,5,1,4,1,1,1,0,1,NA,6,3,1,1,0,3,2,0,1,1,1,2,1,1,0,1,1,1,1,1,1,NA,1,2,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782769RD3PLW2",1,23,"23",463,"463",782,"782",769,"769","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,4,"",1,"",1,2,2,1500,8.00636768341064,4,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,1,-0.540407001972198,2,NA,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,4,4,4,0.75,1,1,2,2,1,4,0,1,20,5,1,1,1,0,1,1,0,0,0,7,1,2,1,0,0,3,2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782838RD3PLW1",1,23,"23",463,"463",782,"782",838,"838","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,2,"",1,"",0,NA,2,1500,8.00636768341064,4,8,0,0,0,0,1,0,0,0,1,0,1,0,0,1,-1.28505265712738,2,28,1,6,1,4,1,0,NA,3000,NA,0,NA,3000,8.69951438903809,0,0,1,1,1,1,0,3,3,1,2,3,3,3,3,0.25,3,1,2,1,3,3,2,0.5,1,1,0,0,0,4,0,1,26,4,1,3,1,2,1,1,1,0,1,NA,1,2,1,0,0,5,2,0,3,1,1,1,1,1,3,1,1,1,1,1,1,NA,2,2,2,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782838RD3PLW2",1,23,"23",463,"463",782,"782",838,"838","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,2,"",1,"",0,NA,2,1500,8.00636768341064,4,8,0,0,0,0,1,0,0,0,1,0,1,0,0,1,-1.28505265712738,2,28,1,6,1,5,1,1,NA,4000,NA,0,NA,4000,8.98719692230225,0,0,1,1,1,1,0,3,3,1,2,3,3,3,2,0.25,3,1,2,1,3,3,2,0.5,1,3,0,3,0,4,0,1,26,5,1,3,1,2,1,1,1,0,1,NA,6,2,2,0,0,2,2,0,1,1,1,0,1,1,0,1,1,1,1,1,1,NA,0,2,1,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782952RD3PLW2",1,23,"23",463,"463",782,"782",952,"952","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.872727274894714,"Green Zone",0,0,59,350,2,3,"",1,"",0,NA,5,4500,9.10497951507568,1,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.97656083106995,1,35,1,4,1,1,0,1,NA,10000,NA,0,NA,10000,9.90348720550537,0,0,0,1,1,2,0,NA,1,1,3,3,3,3,3,0.25,3,1,2,2,3,3,3,0.5,0,0,0,7,0,4,0,1,25,1,0,2,0,2,1,0,1,1,0,0,1,1,1,1,0,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,NA,2,0,0,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23463782975RD3PLW3",1,23,"23",463,"463",782,"782",975,"975","638",1175075,89,7.57398462295532,2,0.170201897621155,3588,305.342224121094,0.854545474052429,"Green Zone",0,0,59,350,2,2,"",1,"",0,NA,6,5500,9.30565071105957,4,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.84546196460724,2,46,1,2,0,1,0,0,NA,1500,NA,0,NA,1500,8.00636768341064,0,0,1,0,1,3,3,4,3,3,2,4,3,3,3,0.75,3,2,3,3,3,3,3,0.75,1,4,7,7,1,4,0,1,23,5,1,2,2,0,1,1,0,0,0,7,NA,4,1,0,0,5,2,0,3,1,1,3,1,1,3,1,1,3,1,1,1,NA,0,2,1,5.24783563613892,1.91271555423737,2,1,1,3,3,3,3,2.25798535346985,0.946150720119476,0.633087635040283,0.418714165687561,2,1,2,3,3,3,3,0.988304078578949,0.640350878238678,0.283625721931458,17.0967750549316,12.8064517974854,-4.29032325744629,-17.8709678649902,-9.70967769622803,8.16129016876221,-28.2258071899414,-19.9677410125732,8.25806617736816
"23466014038RD3PLW2",1,23,"23",466,"466",14,"014",38,"038","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.266666680574417,"Red Zone",1,0,96,350,2,1,"",1,"",1,2,8,7500,9.61580562591553,1,NA,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1.59461164474487,1,74,1,3,0,1,0,0,NA,0,NA,0,NA,0,0,0,0,1,1,1,4,3,4,1,1,1,1,4,4,4,0,1,1,1,3,4,4,4,0.25,0,0,0,0,0,4,0,2,65,1,0,4,3,1,1,1,1,1,0,0,4,1,1,1,0,3,2,0,0,2,0,1,2,0,0,2,0,0,2,0,0,NA,2,2,2,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
"23466014156RD3PLW3",1,23,"23",466,"466",14,"014",156,"156","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.266666680574417,"Red Zone",1,0,96,350,2,1,"",1,"",1,3,10,9500,9.85219383239746,1,NA,0,0,1,0,0,1,0,1,1,1,1,1,1,1,3.56462430953979,1,60,1,3,0,1,0,1,NA,55000,NA,NA,NA,55000,11.6082353591919,NA,NA,1,0,4,4,3,4,1,1,3,2,4,4,4,0.25,1,1,3,1,4,4,4,0.25,0,0,2,0,0,4,0,1,27,4,1,2,1,1,1,1,1,0,0,0,6,6,6,0,0,3,2,0,2,3,0,0,2,0,0,3,0,2,3,0,0,NA,2,2,2,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
"23466014173RD3PLW3",1,23,"23",466,"466",14,"014",173,"173","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.25555557012558,"Red Zone",1,0,96,350,2,1,"",1,"",0,NA,9,8500,9.74096870422363,1,NA,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2.55436897277832,1,34,1,5,1,3,0,0,NA,3000,NA,0,NA,3000,8.69951438903809,0,0,1,1,1,2,0,2,1,1,2,3,4,4,4,0,1,1,3,3,4,4,4,0.5,1,1,7,7,1,2,0,1,30,4,1,2,1,1,1,1,1,0,0,7,6,6,1,1,0,3,2,0,0,2,0,1,3,0,0,3,0,0,2,0,0,NA,2,2,2,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
"23466014429RD3PLW1",1,23,"23",466,"466",14,"014",429,"429","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.266666680574417,"Red Zone",1,0,96,350,2,4,"",1,"",0,NA,4,3500,8.85366535186768,4,NA,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2.55436897277832,1,58,1,1,0,1,0,1,NA,3000,NA,2000,NA,3000,8.69951438903809,2000,8.29404926300049,1,0,1,3,5,1,2,2,2,3,3,3,3,0.25,2,1,2,3,3,3,3,0.5,0,1,2,7,0,4,0,1,20,4,1,0,0,0,0,0,0,1,0,NA,1,4,1,0,0,4,2,0,3,1,1,0,2,0,0,2,0,1,1,1,0.333333343267441,NA,1,1,1,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
"23466014499RD3PLW3",1,23,"23",466,"466",14,"014",499,"499","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.266666680574417,"Red Zone",1,0,96,350,2,3,"",1,"",1,3,8,7500,9.61580562591553,4,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,1,-0.326124459505081,1,32,1,5,1,6,1,1,NA,12000,NA,12000,NA,12000,10.0858087539673,12000,10.0858087539673,1,1,1,1,0,2,2,2,1,3,2,4,2,0.25,1,1,1,3,2,4,2,0.25,0,0,0,0,0,2,0,1,23,4,1,2,1,1,1,1,1,0,0,0,6,1,1,0,0,3,2,0,1,3,0,0,2,0,0,2,0,0,2,0,0,NA,2,2,2,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
"23466014571RD3PLW2",1,23,"23",466,"466",14,"014",571,"571","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.25555557012558,"Red Zone",1,0,96,350,2,4,"",1,"",1,3,5,4500,9.10497951507568,4,2,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1.07352375984192,1,54,1,4,1,3,0,1,NA,6000,NA,6000,NA,6000,9.39266204833984,6000,9.39266204833984,1,1,3,2,2,2,4,3,1,4,4,4,4,0.75,4,3,1,3,4,4,4,0.75,1,NA,1,0,0,4,0,1,50,1,0,5,2,3,1,1,1,1,0,1,NA,2,1,NA,0,3,2,0,0,3,0,0,3,0,0,3,0,0,3,0,0,NA,2,2,2,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
"23466014855RD3PLW3",1,23,"23",466,"466",14,"014",855,"855","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.266666680574417,"Red Zone",1,0,96,350,2,2,"",1,"",1,2,3,2500,8.51719284057617,1,NA,0,0,1,0,1,1,0,1,1,1,1,1,1,1,3.4335253238678,1,40,1,1,0,1,0,1,NA,8000,NA,8000,NA,8000,9.68034362792969,8000,9.68034362792969,1,1,1,2,1,NA,3,3,3,4,4,4,4,1,3,3,3,4,4,4,4,1,0,0,1,7,1,4,0,1,30,3,0,3,1,2,1,1,1,0,0,7,6,6,1,0,0,3,2,0,0,2,0,0,2,0,3,2,0,0,2,0,0,NA,2,2,2,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
"23466289172RD3PLW1",1,23,"23",466,"466",289,"289",172,"172","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.266666680574417,"Red Zone",1,0,96,350,2,3,"",1,"",1,2,7,6500,9.47270488739014,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.59224200248718,1,25,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,2,4,1,4,4,2,4,4,0.75,4,1,4,4,2,4,4,0.75,0,0,0,0,0,4,0,1,24,1,0,2,1,1,1,1,1,0,0,0,6,3,2,0,0,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,NA,2,2,1,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
"23466289218RD3PLW3",1,23,"23",466,"466",289,"289",218,"218","405",1309234,631,48.1961212158203,19,1.45123028755188,6645,507.548675537109,0.25555557012558,"Red Zone",1,0,96,350,2,3,"",1,"",1,2,3,2500,8.51719284057617,1,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.410291522741318,2,42,1,5,1,6,1,1,NA,9000,NA,0,NA,9000,9.79812717437744,0,0,1,0,0,5,5,8,4,NA,NA,NA,NA,NA,NA,1,4,2,2,4,4,4,4,1,1,3,3,2,1,4,0,1,42,1,0,5,5,0,1,1,0,NA,1,0,4,1,1,0,0,3,2,0,1,2,0,0,2,0,0,2,0,0,2,0,0,NA,1,2,2,4.53919506072998,2.63280415534973,2,1,1,2,3,4,3,2.20959997177124,0.968800008296967,0.776000022888184,0.416000008583069,2,1,2,3,3,3,3,0.968253970146179,0.715608477592468,0.423280417919159,26.0645160675049,15.4193544387817,-10.6451616287231,-32.3548393249512,-11.9032258987427,20.4516143798828,-70.0645141601562,-43.1612892150879,26.9032249450684
